date,cases
2023-01-01,19
2023-01-02,47
2023-01-03,43
2023-01-04,38
2023-01-05,38
2023-01-06,40
2023-01-07,11
2023-01-08,13
2023-01-09,45
2023-01-10,52
2023-01-11,42
2023-01-12,40
2023-01-13,39
2023-01-14,11
2023-01-15,5
2023-01-16,46
2023-01-17,45
2023-01-18,42
2023-01-19,35
2023-01-20,31
2023-01-21,7
2023-01-22,13
2023-01-23,62
2023-01-24,51
2023-01-25,38
2023-01-26,58
2023-01-27,57
2023-01-28,15
2023-01-29,10
2023-01-30,56
2023-01-31,69
2023-02-01,55
2023-02-02,62
2023-02-03,78
2023-02-04,21
2023-02-05,28
2023-02-06,85
2023-02-07,70
2023-02-08,78
2023-02-09,97
2023-02-10,91
2023-02-11,25
2023-02-12,21
2023-02-13,93
2023-02-14,94
2023-02-15,127
2023-02-16,129
2023-02-17,153
2023-02-18,40
2023-02-19,43
2023-02-20,166
2023-02-21,167
2023-02-22,197
2023-02-23,198
2023-02-24,225
2023-02-25,47
2023-02-26,49
2023-02-27,211
2023-02-28,233
2023-03-01,242
2023-03-02,256
2023-03-03,261
2023-03-04,82
2023-03-05,75
2023-03-06,294
2023-03-07,331
2023-03-08,313
2023-03-09,315
2023-03-10,302
2023-03-11,67
2023-03-12,69
2023-03-13,346
2023-03-14,325
2023-03-15,310
2023-03-16,299
2023-03-17,307
2023-03-18,89
2023-03-19,88
2023-03-20,314
2023-03-21,388
2023-03-22,308
2023-03-23,326
2023-03-24,339
2023-03-25,78
2023-03-26,79
2023-03-27,315
2023-03-28,303
2023-03-29,271
2023-03-30,295
2023-03-31,285
2023-04-01,68
2023-04-02,51
2023-04-03,234
2023-04-04,260
2023-04-05,221
2023-04-06,216
2023-04-07,219
2023-04-08,42
2023-04-09,53
2023-04-10,178
2023-04-11,170
2023-04-12,146
2023-04-13,146
2023-04-14,156
2023-04-15,38
2023-04-16,44
2023-04-17,148
2023-04-18,130
2023-04-19,118
2023-04-20,128
2023-04-21,110
2023-04-22,25
2023-04-23,26
2023-04-24,105
2023-04-25,90
2023-04-26,113
2023-04-27,104
2023-04-28,106
2023-04-29,14
2023-04-30,27
2023-05-01,103
2023-05-02,83
2023-05-03,76
2023-05-04,71
2023-05-05,91
2023-05-06,18
2023-05-07,22
2023-05-08,86
2023-05-09,87
2023-05-10,66
2023-05-11,61
2023-05-12,74
2023-05-13,12
2023-05-14,16
2023-05-15,57
2023-05-16,56
2023-05-17,63
2023-05-18,54
2023-05-19,61
2023-05-20,22
2023-05-21,19
2023-05-22,54
2023-05-23,53
2023-05-24,64
2023-05-25,46
2023-05-26,58
2023-05-27,26
2023-05-28,15
2023-05-29,58
2023-05-30,53
