date,cases
2023-01-01,20
2023-01-02,47
2023-01-03,31
2023-01-04,45
2023-01-05,47
2023-01-06,51
2023-01-07,19
2023-01-08,35
2023-01-09,50
2023-01-10,43
2023-01-11,44
2023-01-12,43
2023-01-13,48
2023-01-14,11
2023-01-15,15
2023-01-16,44
2023-01-17,43
2023-01-18,38
2023-01-19,46
2023-01-20,54
2023-01-21,37
2023-01-22,25
2023-01-23,57
2023-01-24,56
2023-01-25,41
2023-01-26,47
2023-01-27,72
2023-01-28,39
2023-01-29,38
2023-01-30,61
2023-01-31,57
2023-02-01,71
2023-02-02,83
2023-02-03,86
2023-02-04,39
2023-02-05,32
2023-02-06,89
2023-02-07,74
2023-02-08,76
2023-02-09,103
2023-02-10,104
2023-02-11,45
2023-02-12,57
2023-02-13,76
2023-02-14,125
2023-02-15,133
2023-02-16,114
2023-02-17,142
2023-02-18,95
2023-02-19,93
2023-02-20,176
2023-02-21,181
2023-02-22,170
2023-02-23,169
2023-02-24,168
2023-02-25,101
2023-02-26,96
2023-02-27,229
2023-02-28,245
2023-03-01,247
2023-03-02,247
2023-03-03,247
2023-03-04,136
2023-03-05,131
2023-03-06,320
2023-03-07,322
2023-03-08,305
2023-03-09,301
2023-03-10,324
2023-03-11,160
2023-03-12,157
2023-03-13,342
2023-03-14,324
2023-03-15,322
2023-03-16,331
2023-03-17,329
2023-03-18,154
2023-03-19,190
2023-03-20,313
2023-03-21,310
2023-03-22,281
2023-03-23,321
2023-03-24,311
2023-03-25,144
2023-03-26,168
2023-03-27,317
2023-03-28,304
2023-03-29,327
2023-03-30,283
2023-03-31,255
2023-04-01,105
2023-04-02,104
2023-04-03,240
2023-04-04,253
2023-04-05,223
2023-04-06,234
2023-04-07,197
2023-04-08,110
2023-04-09,102
2023-04-10,184
2023-04-11,190
2023-04-12,176
2023-04-13,153
2023-04-14,164
2023-04-15,74
2023-04-16,67
2023-04-17,152
2023-04-18,144
2023-04-19,114
2023-04-20,106
2023-04-21,115
2023-04-22,51
2023-04-23,46
2023-04-24,109
2023-04-25,92
2023-04-26,105
2023-04-27,116
2023-04-28,97
2023-04-29,51
2023-04-30,46
2023-05-01,80
2023-05-02,91
2023-05-03,98
2023-05-04,96
2023-05-05,76
2023-05-06,30
2023-05-07,41
2023-05-08,85
2023-05-09,75
2023-05-10,76
2023-05-11,64
2023-05-12,72
2023-05-13,33
2023-05-14,53
2023-05-15,70
2023-05-16,75
2023-05-17,63
2023-05-18,73
2023-05-19,82
2023-05-20,22
2023-05-21,30
2023-05-22,69
2023-05-23,62
2023-05-24,77
2023-05-25,52
2023-05-26,74
2023-05-27,32
2023-05-28,35
2023-05-29,45
2023-05-30,43
